State,Fiscal year,Country,Commodity name,Dollar value,Fiscal quarter,Trade type,Fiscal quarter description
US,2020,Indonesia,Soybeans,188619937,3,Exports,Fiscal Quarter 3
OH,2019,Canada,Pork And Pork Products,33384723,1,Exports,Fiscal Quarter 1
VI,2019,World,Distilled Spirits,11582,1,Exports,Fiscal Quarter 1
NJ,2020,Canada,Food Preparations,19450161,3,Exports,Fiscal Quarter 3
MI,2023,Japan,Soybean Meal,3050000,2,Exports,Fiscal Quarter 2
WA,2023,Japan,Soybeans,1864470,2,Exports,Fiscal Quarter 2
MT,2022,World,Wheat,7232936,3,Exports,Fiscal Quarter 3
MI,2020,Thailand,"Dextrins, Peptones, And Proteins",5164287,2,Exports,Fiscal Quarter 2
PA,2022,Philippines,Essential Oils,700728,2,Exports,Fiscal Quarter 2
UT,2022,China,Essential Oils,9862818,4,Exports,Fiscal Quarter 4
MT,2024,Mexico,Live Animals,35000,2,Exports,Fiscal Quarter 2
US,2019,World,Soybeans,4964521245,1,Exports,Fiscal Quarter 1
MI,2022,Mexico,Dairy Products,52547849,4,Exports,Fiscal Quarter 4
KS,2023,World,Corn,105904278,1,Exports,Fiscal Quarter 1
SD,2020,Mexico,Distillers Grains,26111945,2,Exports,Fiscal Quarter 2
ME,2019,Guatemala,Processed Vegetables,139501,2,Exports,Fiscal Quarter 2
OK,2022,Netherlands,"Dextrins, Peptones, And Proteins",968196,1,Exports,Fiscal Quarter 1
KS,2021,Taiwan,Soybeans,27641545,2,Exports,Fiscal Quarter 2
AZ,2019,Colombia,Food Preparations,669362,3,Exports,Fiscal Quarter 3
MD,2024,United Kingdom,"Dextrins, Peptones, And Proteins",580691,1,Exports,Fiscal Quarter 1
DC,2022,World,Processed Fruit,153490,3,Exports,Fiscal Quarter 3
MA,2021,China,"Dextrins, Peptones, And Proteins",968005,3,Exports,Fiscal Quarter 3
MD,2024,Netherlands,"Dextrins, Peptones, And Proteins",2979587,2,Exports,Fiscal Quarter 2
FL,2020,Guatemala,Dairy Products,4592781,2,Exports,Fiscal Quarter 2
KS,2020,Canada,Beef And Beef Products,20945062,3,Exports,Fiscal Quarter 3
MA,2020,Taiwan,"Dextrins, Peptones, And Proteins",607348,3,Exports,Fiscal Quarter 3
SD,2019,Hong Kong,Beef And Beef Products,158671,1,Exports,Fiscal Quarter 1
CO,2021,Cuba,Poultry Meat And Products (Excluding Eggs),580203,1,Exports,Fiscal Quarter 1
MD,2024,Canada,Condiments And Sauces,5349641,2,Exports,Fiscal Quarter 2
IL,2024,Mexico,Food Preparations,3858352,1,Exports,Fiscal Quarter 1
WV,2020,Morocco,Live Animals,208404,4,Exports,Fiscal Quarter 4
MS,2020,Italy,Rice,911149,4,Exports,Fiscal Quarter 4
SC,2019,Taiwan,Poultry Meat And Products (Excluding Eggs),8708369,3,Exports,Fiscal Quarter 3
TN,2020,World,"Dextrins, Peptones, And Proteins",14999235,2,Exports,Fiscal Quarter 2
SC,2023,France,Dog And Cat Food,2257405,4,Exports,Fiscal Quarter 4
LA,2023,Ecuador,Wheat,13348888,3,Exports,Fiscal Quarter 3
ME,2019,Canada,Fresh Fruit,13262843,4,Exports,Fiscal Quarter 4
SC,2021,Netherlands,Vegetable Oils (Excluding Soybean),13867499,4,Exports,Fiscal Quarter 4
VI,2024,World,Distilled Spirits,1175606,1,Exports,Fiscal Quarter 1
OH,2024,South Korea,Pork And Pork Products,2539363,1,Exports,Fiscal Quarter 1
NH,2020,World,Chocolate And Cocoa Products,6987306,3,Exports,Fiscal Quarter 3
MS,2022,Brazil,"Other Feeds, Meals, And Fodders",478252,3,Exports,Fiscal Quarter 3
SC,2022,Vietnam,"Other Feeds, Meals, And Fodders",498722,1,Exports,Fiscal Quarter 1
PA,2020,World,Essential Oils,32504114,1,Exports,Fiscal Quarter 1
NC,2022,World,Tobacco,46990210,2,Exports,Fiscal Quarter 2
NV,2024,Colombia,Dairy Products,603678,2,Exports,Fiscal Quarter 2
TX,2021,Kenya,Coarse Grains (Excluding Corn),4883455,2,Exports,Fiscal Quarter 2
OH,2021,Netherlands,Food Preparations,1302914,2,Exports,Fiscal Quarter 2
WV,2022,Morocco,Live Animals,200329,3,Exports,Fiscal Quarter 3
TX,2020,Brazil,Ethanol (Non-Beverage),186614912,2,Exports,Fiscal Quarter 2
MT,2022,World,Distillers Grains,7345340,2,Exports,Fiscal Quarter 2
MD,2020,World,Soybeans,20960280,2,Exports,Fiscal Quarter 2
WI,2023,World,Dairy Products,169158307,1,Exports,Fiscal Quarter 1
CT,2023,Russia,Food Preparations,2361488,4,Exports,Fiscal Quarter 4
MD,2022,Congo (Brazzaville),Poultry Meat And Products (Excluding Eggs),2847591,4,Exports,Fiscal Quarter 4
NC,2021,Indonesia,Food Preparations,8245267,4,Exports,Fiscal Quarter 4
VA,2023,Georgia,Poultry Meat And Products (Excluding Eggs),4772302,1,Exports,Fiscal Quarter 1
DE,2022,World,Food Preparations,2791794,2,Exports,Fiscal Quarter 2
US,2020,World,Pork And Pork Products,1580623896,4,Exports,Fiscal Quarter 4
AL,2023,United Kingdom,Eggs And Products,2081002,4,Exports,Fiscal Quarter 4
CT,2023,World,Tobacco,29207388,2,Exports,Fiscal Quarter 2
OR,2022,China,Hay,2277277,1,Exports,Fiscal Quarter 1
WI,2023,Indonesia,Soybeans,12743478,1,Exports,Fiscal Quarter 1
NM,2024,Mexico,Tree Nuts,924642,3,Exports,Fiscal Quarter 3
NY,2020,Saudi Arabia,Non-Alcoholic Beverages (Excluding Juices),661093,1,Exports,Fiscal Quarter 1
PA,2020,United Kingdom,Non-Alcoholic Beverages (Excluding Juices),1111171,2,Exports,Fiscal Quarter 2
RI,2024,Congo (Kinshasa),Food Preparations,516882,3,Exports,Fiscal Quarter 3
NJ,2020,World,Fresh Fruit,59812654,3,Exports,Fiscal Quarter 3
NC,2023,Taiwan,Food Preparations,8763004,1,Exports,Fiscal Quarter 1
NJ,2023,Cameroon,Food Preparations,2313360,4,Exports,Fiscal Quarter 4
OR,2020,Mexico,Processed Vegetables,8781629,1,Exports,Fiscal Quarter 1
VI,2024,World,Distilled Spirits,343235,2,Exports,Fiscal Quarter 2
WI,2022,China,Beef And Beef Products,4217103,1,Exports,Fiscal Quarter 1
NM,2023,China,Dairy Products,928553,4,Exports,Fiscal Quarter 4
UT,2021,China,Beef And Beef Products,29932615,2,Exports,Fiscal Quarter 2
PR,2024,Trinidad And Tobago,Non-Alcoholic Beverages (Excluding Juices),301979,3,Exports,Fiscal Quarter 3
OK,2019,Canada,Live Animals,2436713,3,Exports,Fiscal Quarter 3
NV,2019,World,"Bakery Goods, Cereals, And Pasta",8479736,3,Exports,Fiscal Quarter 3
OR,2022,Japan,Wheat,15621708,4,Exports,Fiscal Quarter 4
SC,2019,Costa Rica,Dog And Cat Food,1078309,1,Exports,Fiscal Quarter 1
ND,2022,Dominican Republic,Pulses,2330842,4,Exports,Fiscal Quarter 4
MA,2022,Australia,Processed Fruit,1921203,4,Exports,Fiscal Quarter 4
PR,2019,World,Distilled Spirits,9498994,2,Exports,Fiscal Quarter 2
US,2022,Mexico,Beef And Beef Products,206898913,3,Exports,Fiscal Quarter 3
MI,2020,Taiwan,Soybean Meal,1874966,3,Exports,Fiscal Quarter 3
FL,2021,Brazil,Essential Oils,2713427,4,Exports,Fiscal Quarter 4
SC,2020,Costa Rica,Dog And Cat Food,1460307,1,Exports,Fiscal Quarter 1
AL,2022,Turkey,Cotton,3008826,2,Exports,Fiscal Quarter 2
LA,2019,Japan,Soybeans,178210334,1,Exports,Fiscal Quarter 1
US,2022,Spain,Tree Nuts,179028175,1,Exports,Fiscal Quarter 1
MS,2020,China,Poultry Meat And Products (Excluding Eggs),249703,1,Exports,Fiscal Quarter 1
PR,2022,World,Tobacco,3338628,2,Exports,Fiscal Quarter 2
FL,2021,Colombia,Dairy Products,3527600,1,Exports,Fiscal Quarter 1
MN,2019,Philippines,Dairy Products,3241055,2,Exports,Fiscal Quarter 2
AR,2019,Guatemala,Cotton,2278025,4,Exports,Fiscal Quarter 4
NY,2024,Philippines,Dairy Products,2774168,3,Exports,Fiscal Quarter 3
OH,2020,World,"Bakery Goods, Cereals, And Pasta",44223592,2,Exports,Fiscal Quarter 2
IL,2021,Vietnam,Distillers Grains,38534258,2,Exports,Fiscal Quarter 2
ND,2019,India,Pulses,1568778,4,Exports,Fiscal Quarter 4
NC,2021,China,Pork And Pork Products,19702464,4,Exports,Fiscal Quarter 4
WV,2021,World,Live Animals,656840,1,Exports,Fiscal Quarter 1
NH,2023,Colombia,"Dextrins, Peptones, And Proteins",123212,1,Exports,Fiscal Quarter 1
NH,2023,Canada,"Dextrins, Peptones, And Proteins",76383,3,Exports,Fiscal Quarter 3
AR,2021,New Zealand,Food Preparations,63130,1,Exports,Fiscal Quarter 1
HI,2022,Canada,"Coffee, Unroasted",337027,2,Exports,Fiscal Quarter 2
MO,2024,World,Pork And Pork Products,75790583,3,Exports,Fiscal Quarter 3
NV,2020,Japan,Food Preparations,658252,1,Exports,Fiscal Quarter 1
AR,2019,Australia,Distilled Spirits,4550591,4,Exports,Fiscal Quarter 4
UT,2023,Australia,Food Preparations,6030342,4,Exports,Fiscal Quarter 4
NV,2024,World,Pork And Pork Products,9049307,2,Exports,Fiscal Quarter 2
ID,2024,China,Food Preparations,672280,3,Exports,Fiscal Quarter 3
MN,2021,Mexico,Soybeans,12734239,2,Exports,Fiscal Quarter 2
CA,2023,China,Food Preparations,43801485,2,Exports,Fiscal Quarter 2
NY,2023,Hong Kong,Dog And Cat Food,261729,2,Exports,Fiscal Quarter 2
GA,2021,Trinidad And Tobago,"Other Feeds, Meals, And Fodders",996689,1,Exports,Fiscal Quarter 1
IN,2022,United Kingdom,"Dextrins, Peptones, And Proteins",2276901,4,Exports,Fiscal Quarter 4
CA,2021,Canada,Tree Nuts,102704771,4,Exports,Fiscal Quarter 4
FL,2023,World,Dairy Products,184352910,2,Exports,Fiscal Quarter 2
DE,2023,Philippines,Poultry Meat And Products (Excluding Eggs),1381682,2,Exports,Fiscal Quarter 2
AR,2019,Hong Kong,Poultry Meat And Products (Excluding Eggs),16368447,1,Exports,Fiscal Quarter 1
NV,2019,World,"Bakery Goods, Cereals, And Pasta",11966155,4,Exports,Fiscal Quarter 4
NC,2021,Kazakhstan,Poultry Meat And Products (Excluding Eggs),7638740,1,Exports,Fiscal Quarter 1
MD,2022,Canada,Essential Oils,3918746,3,Exports,Fiscal Quarter 3
OK,2021,World,Pork And Pork Products,42955908,4,Exports,Fiscal Quarter 4
IL,2024,Taiwan,Corn,37031550,1,Exports,Fiscal Quarter 1
US,2022,Mexico,Corn,1206205442,2,Exports,Fiscal Quarter 2
AL,2020,World,Live Animals,19678139,2,Exports,Fiscal Quarter 2
MD,2023,Congo (Brazzaville),Poultry Meat And Products (Excluding Eggs),4258243,1,Exports,Fiscal Quarter 1
WV,2022,Mexico,Live Animals,40500,2,Exports,Fiscal Quarter 2
AR,2022,World,Rice,69298533,1,Exports,Fiscal Quarter 1
FL,2019,Mexico,Food Preparations,2151955,4,Exports,Fiscal Quarter 4
MI,2023,Vietnam,Dairy Products,812118,3,Exports,Fiscal Quarter 3
IN,2022,China,Pork And Pork Products,6420640,4,Exports,Fiscal Quarter 4
FL,2020,World,Essential Oils,60910694,3,Exports,Fiscal Quarter 3
WA,2024,South Korea,Wheat,87673945,3,Exports,Fiscal Quarter 3
PR,2022,Peru,Dairy Products,403454,3,Exports,Fiscal Quarter 3
RI,2020,Canada,"Meat Products, Nesoi",1151211,2,Exports,Fiscal Quarter 2
VT,2022,South Korea,Dairy Products,305715,1,Exports,Fiscal Quarter 1
MO,2021,World,Dairy Products,47286025,1,Exports,Fiscal Quarter 1
IA,2021,Dominican Republic,Corn,6307940,1,Exports,Fiscal Quarter 1
IN,2019,Mexico,Dairy Products,2110188,3,Exports,Fiscal Quarter 3
TX,2023,Peru,Ethanol (Non-Beverage),51753603,2,Exports,Fiscal Quarter 2
WY,2019,Mexico,Live Animals,38362,3,Exports,Fiscal Quarter 3
SC,2019,Vietnam,Cotton,4765317,2,Exports,Fiscal Quarter 2
PA,2019,World,Chocolate And Cocoa Products,142303032,1,Exports,Fiscal Quarter 1
CA,2021,World,Food Preparations,468766163,4,Exports,Fiscal Quarter 4
FL,2021,World,Food Preparations,83108208,3,Exports,Fiscal Quarter 3
ME,2019,Canada,Processed Fruit,5760651,4,Exports,Fiscal Quarter 4
OK,2019,South Korea,Cotton,2003919,2,Exports,Fiscal Quarter 2
IN,2024,Guyana,Dairy Products,649963,1,Exports,Fiscal Quarter 1
MD,2024,India,Soybeans,5595249,2,Exports,Fiscal Quarter 2
VT,2021,China,Dairy Products,805300,3,Exports,Fiscal Quarter 3
FL,2019,Dominican Republic,Fresh Vegetables,1043570,2,Exports,Fiscal Quarter 2
WV,2021,China,Poultry Meat And Products (Excluding Eggs),178717,2,Exports,Fiscal Quarter 2
OK,2020,Japan,Pork And Pork Products,32380522,3,Exports,Fiscal Quarter 3
WI,2022,Japan,Beef And Beef Products,6789435,2,Exports,Fiscal Quarter 2
WY,2023,Mexico,Live Animals,44093,1,Exports,Fiscal Quarter 1
NY,2020,Saudi Arabia,Non-Alcoholic Beverages (Excluding Juices),1131072,3,Exports,Fiscal Quarter 3
PR,2022,Canada,Food Preparations,31789422,3,Exports,Fiscal Quarter 3
VA,2024,Germany,Tobacco,5842980,3,Exports,Fiscal Quarter 3
IA,2021,Japan,Pork And Pork Products,123960925,4,Exports,Fiscal Quarter 4
MI,2021,Mexico,Beef And Beef Products,1833829,1,Exports,Fiscal Quarter 1
CA,2023,Spain,Tree Nuts,106299059,4,Exports,Fiscal Quarter 4
IN,2023,Netherlands,"Sugar, Sweeteners, Beverage Bases",313668,1,Exports,Fiscal Quarter 1
VT,2019,Mexico,Chocolate And Cocoa Products,240789,4,Exports,Fiscal Quarter 4
HI,2019,Canada,Fresh Fruit,1104861,3,Exports,Fiscal Quarter 3
MA,2022,Argentina,Non-Alcoholic Beverages (Excluding Juices),87685,4,Exports,Fiscal Quarter 4
CT,2019,Bahamas,"Bakery Goods, Cereals, And Pasta",1088426,3,Exports,Fiscal Quarter 3
MO,2024,World,Soybeans,61374158,3,Exports,Fiscal Quarter 3
WI,2021,Hong Kong,Beef And Beef Products,2037142,3,Exports,Fiscal Quarter 3
WA,2020,South Korea,Processed Vegetables,22126236,1,Exports,Fiscal Quarter 1
SD,2020,South Korea,Soybeans,507853,2,Exports,Fiscal Quarter 2
CA,2020,United Kingdom,Fresh Vegetables,3524901,3,Exports,Fiscal Quarter 3
TN,2024,Canada,"Bakery Goods, Cereals, And Pasta",44155060,2,Exports,Fiscal Quarter 2
OR,2021,Canada,Processed Vegetables,12169737,2,Exports,Fiscal Quarter 2
NY,2023,Mexico,Dairy Products,8501058,1,Exports,Fiscal Quarter 1
NJ,2021,Canada,Fruit And Vegetable Juices,40452190,3,Exports,Fiscal Quarter 3
UT,2024,Russia,Essential Oils,1274037,2,Exports,Fiscal Quarter 2
AR,2019,Canada,Poultry Meat And Products (Excluding Eggs),9763164,2,Exports,Fiscal Quarter 2
AR,2019,Canada,Eggs And Products,5492284,1,Exports,Fiscal Quarter 1
TX,2020,Guatemala,Poultry Meat And Products (Excluding Eggs),3701497,4,Exports,Fiscal Quarter 4
AR,2024,Pakistan,Cotton,3495128,1,Exports,Fiscal Quarter 1
NM,2024,World,Fresh Vegetables,636112,1,Exports,Fiscal Quarter 1
ME,2024,Canada,Fresh Vegetables,360764,1,Exports,Fiscal Quarter 1
NE,2022,Japan,Beef And Beef Products,106169299,2,Exports,Fiscal Quarter 2
DE,2021,Canada,Fruit And Vegetable Juices,2529013,2,Exports,Fiscal Quarter 2
LA,2024,Dominican Republic,Soybean Meal,78341483,1,Exports,Fiscal Quarter 1
MD,2023,Congo (Brazzaville),Poultry Meat And Products (Excluding Eggs),3314966,4,Exports,Fiscal Quarter 4
WA,2019,Japan,Wheat,89421445,2,Exports,Fiscal Quarter 2
RI,2023,World,"Bakery Goods, Cereals, And Pasta",265514,2,Exports,Fiscal Quarter 2
KS,2020,Colombia,Wheat,5065340,1,Exports,Fiscal Quarter 1
CA,2024,China,Food Preparations,43393396,1,Exports,Fiscal Quarter 1
LA,2023,Haiti,Rice,46041545,2,Exports,Fiscal Quarter 2
IA,2021,Japan,Soybeans,1094119,4,Exports,Fiscal Quarter 4
SC,2021,Vietnam,Cotton,4762747,2,Exports,Fiscal Quarter 2
OR,2022,Taiwan,Wheat,59025037,2,Exports,Fiscal Quarter 2
UT,2020,Hong Kong,Beef And Beef Products,1582170,2,Exports,Fiscal Quarter 2
IL,2021,World,Distillers Grains,262817101,1,Exports,Fiscal Quarter 1
IA,2024,World,Soybean Meal,137823979,2,Exports,Fiscal Quarter 2
DE,2024,Colombia,Fresh Fruit,31899,1,Exports,Fiscal Quarter 1
NY,2023,World,Food Preparations,53322669,4,Exports,Fiscal Quarter 4
OH,2022,Canada,Pork And Pork Products,35625444,1,Exports,Fiscal Quarter 1
PR,2021,Canada,Essential Oils,3267,4,Exports,Fiscal Quarter 4
NC,2019,South Korea,Tobacco,12443915,2,Exports,Fiscal Quarter 2
GA,2019,Canada,Poultry Meat And Products (Excluding Eggs),25189933,1,Exports,Fiscal Quarter 1
MT,2022,World,Live Animals,18959956,3,Exports,Fiscal Quarter 3
NY,2023,World,Dairy Products,54074537,1,Exports,Fiscal Quarter 1
SD,2020,Mexico,Pork And Pork Products,6100462,3,Exports,Fiscal Quarter 3
CA,2024,Japan,Fresh Fruit,62606977,3,Exports,Fiscal Quarter 3
HI,2019,Canada,Non-Alcoholic Beverages (Excluding Juices),264935,1,Exports,Fiscal Quarter 1
SD,2020,Mexico,Pork And Pork Products,12456450,1,Exports,Fiscal Quarter 1
RI,2023,Mexico,"Meat Products, Nesoi",220327,4,Exports,Fiscal Quarter 4
UT,2022,Taiwan,Essential Oils,5089288,2,Exports,Fiscal Quarter 2
NC,2019,Mexico,Tobacco,24105767,2,Exports,Fiscal Quarter 2
NY,2021,China,Dog And Cat Food,58000,1,Exports,Fiscal Quarter 1
NJ,2020,Mexico,Food Preparations,3535985,1,Exports,Fiscal Quarter 1
ME,2022,South Korea,Processed Fruit,111180,3,Exports,Fiscal Quarter 3
NH,2023,Canada,Condiments And Sauces,634620,3,Exports,Fiscal Quarter 3
CT,2020,India,Ethanol (Non-Beverage),158316,2,Exports,Fiscal Quarter 2
NE,2020,World,Beef And Beef Products,346046650,4,Exports,Fiscal Quarter 4
OH,2019,Argentina,Soybeans,137261295,1,Exports,Fiscal Quarter 1
KY,2023,Australia,Distilled Spirits,24353106,2,Exports,Fiscal Quarter 2
VT,2023,World,Corn,1717235,3,Exports,Fiscal Quarter 3
VT,2023,Cayman Islands,Non-Alcoholic Beverages (Excluding Juices),52392,2,Exports,Fiscal Quarter 2
NE,2020,World,Soybean Meal,28017814,4,Exports,Fiscal Quarter 4
VT,2024,World,Chocolate And Cocoa Products,20420621,3,Exports,Fiscal Quarter 3
IL,2023,World,Distillers Grains,217959713,3,Exports,Fiscal Quarter 3
ID,2019,World,Milled Grains And Products,18708024,2,Exports,Fiscal Quarter 2
PA,2022,United Kingdom,Chocolate And Cocoa Products,8105938,4,Exports,Fiscal Quarter 4
SC,2019,Chile,Poultry Meat And Products (Excluding Eggs),2681225,1,Exports,Fiscal Quarter 1
KS,2021,China,Soybeans,38907394,1,Exports,Fiscal Quarter 1
WA,2021,Vietnam,Fresh Fruit,11750769,3,Exports,Fiscal Quarter 3
FL,2019,Cayman Islands,Fresh Vegetables,1844984,2,Exports,Fiscal Quarter 2
VT,2023,World,Dog And Cat Food,1613595,1,Exports,Fiscal Quarter 1
AZ,2023,United Kingdom,Beef And Beef Products,3401140,2,Exports,Fiscal Quarter 2
TN,2023,Argentina,"Bakery Goods, Cereals, And Pasta",3496558,3,Exports,Fiscal Quarter 3
NC,2022,Taiwan,Poultry Meat And Products (Excluding Eggs),9981602,2,Exports,Fiscal Quarter 2
AZ,2022,Peru,Cotton,3157750,2,Exports,Fiscal Quarter 2
NH,2019,New Zealand,"Sugar, Sweeteners, Beverage Bases",50484,2,Exports,Fiscal Quarter 2
IL,2021,Vietnam,Distillers Grains,47107183,4,Exports,Fiscal Quarter 4
WI,2020,Japan,"Meat Products, Nesoi",8497007,3,Exports,Fiscal Quarter 3
KY,2019,World,"Bakery Goods, Cereals, And Pasta",18003712,2,Exports,Fiscal Quarter 2
WI,2024,United Arab Emirates,Beef And Beef Products,3133516,3,Exports,Fiscal Quarter 3
VA,2022,World,Soybeans,605922699,1,Exports,Fiscal Quarter 1
NY,2024,Canada,Food Preparations,20892130,2,Exports,Fiscal Quarter 2
PA,2022,United Arab Emirates,Food Preparations,1788233,1,Exports,Fiscal Quarter 1
UT,2022,Taiwan,Hay,30000,3,Exports,Fiscal Quarter 3
KY,2023,World,"Bakery Goods, Cereals, And Pasta",21150006,2,Exports,Fiscal Quarter 2
WA,2022,World,Soybeans,1989493652,2,Exports,Fiscal Quarter 2
FL,2023,Dominican Republic,Food Preparations,4988766,2,Exports,Fiscal Quarter 2
US,2019,Canada,Corn,102335077,4,Exports,Fiscal Quarter 4
SD,2024,World,Distillers Grains,28305765,1,Exports,Fiscal Quarter 1
KS,2023,World,Soybeans,65935238,4,Exports,Fiscal Quarter 4
MD,2023,Mauritania,Poultry Meat And Products (Excluding Eggs),902138,3,Exports,Fiscal Quarter 3
NJ,2023,Togo,Food Preparations,7734712,3,Exports,Fiscal Quarter 3
UT,2020,World,Beef And Beef Products,38086802,4,Exports,Fiscal Quarter 4
ME,2019,World,Fresh Fruit,118080,2,Exports,Fiscal Quarter 2
DC,2022,Canada,Chocolate And Cocoa Products,24774,2,Exports,Fiscal Quarter 2
OH,2023,Mexico,Distillers Grains,2181865,3,Exports,Fiscal Quarter 3
UT,2020,Qatar,Hay,323942,3,Exports,Fiscal Quarter 3
WI,2023,South Korea,Ethanol (Non-Beverage),80894,3,Exports,Fiscal Quarter 3
IN,2019,World,"Sugar, Sweeteners, Beverage Bases",39347563,4,Exports,Fiscal Quarter 4
KY,2021,United Kingdom,Distilled Spirits,6304704,2,Exports,Fiscal Quarter 2
NJ,2024,Switzerland,Essential Oils,10727490,3,Exports,Fiscal Quarter 3
FL,2023,World,Dairy Products,152905257,4,Exports,Fiscal Quarter 4
NJ,2020,Canada,Fruit And Vegetable Juices,44552960,1,Exports,Fiscal Quarter 1
CO,2022,Malaysia,"Other Feeds, Meals, And Fodders",12230,3,Exports,Fiscal Quarter 3
AZ,2019,South Korea,Cotton,1058426,3,Exports,Fiscal Quarter 3
IL,2022,United Kingdom,Ethanol (Non-Beverage),78046840,3,Exports,Fiscal Quarter 3
AR,2021,China,Poultry Meat And Products (Excluding Eggs),11393113,4,Exports,Fiscal Quarter 4
US,2024,World,Corn,2740572693,1,Exports,Fiscal Quarter 1
WA,2023,South Korea,Processed Vegetables,25138515,4,Exports,Fiscal Quarter 4
AZ,2019,Canada,Fresh Vegetables,46215632,3,Exports,Fiscal Quarter 3
NC,2020,Georgia,Poultry Meat And Products (Excluding Eggs),10870300,3,Exports,Fiscal Quarter 3
ND,2019,Panama,Wheat,3314388,3,Exports,Fiscal Quarter 3
WA,2020,China,Wheat,46263420,3,Exports,Fiscal Quarter 3
PA,2020,Canada,Chocolate And Cocoa Products,89218770,1,Exports,Fiscal Quarter 1
HI,2019,China,Tree Nuts,1996580,4,Exports,Fiscal Quarter 4
WV,2023,Canada,"Other Feeds, Meals, And Fodders",285495,1,Exports,Fiscal Quarter 1
SC,2019,Ireland,Vegetable Oils (Excluding Soybean),4001893,3,Exports,Fiscal Quarter 3
LA,2022,China,Corn,1011463965,3,Exports,Fiscal Quarter 3
TX,2020,Brazil,Ethanol (Non-Beverage),3808924,4,Exports,Fiscal Quarter 4
NE,2019,Mexico,Pork And Pork Products,3033566,3,Exports,Fiscal Quarter 3
OH,2019,South Korea,Pork And Pork Products,2987583,4,Exports,Fiscal Quarter 4
UT,2019,Hong Kong,Food Preparations,6820900,4,Exports,Fiscal Quarter 4
SC,2023,Australia,Dog And Cat Food,1241121,2,Exports,Fiscal Quarter 2
OH,2019,Mexico,"Bakery Goods, Cereals, And Pasta",3238859,4,Exports,Fiscal Quarter 4
AL,2022,Egypt,Soybeans,71876575,3,Exports,Fiscal Quarter 3
OK,2022,World,Soybeans,6916584,3,Exports,Fiscal Quarter 3
IN,2020,Trinidad And Tobago,Dairy Products,821986,3,Exports,Fiscal Quarter 3
VT,2020,World,Non-Alcoholic Beverages (Excluding Juices),2791787,2,Exports,Fiscal Quarter 2
PR,2019,Jamaica,Dairy Products,252836,3,Exports,Fiscal Quarter 3
ID,2022,World,Processed Vegetables,35972758,4,Exports,Fiscal Quarter 4
KS,2022,Netherlands,Dog And Cat Food,5166976,4,Exports,Fiscal Quarter 4
CT,2021,South Korea,Food Preparations,8173720,4,Exports,Fiscal Quarter 4
IN,2021,Mexico,"Other Feeds, Meals, And Fodders",3497441,4,Exports,Fiscal Quarter 4
MS,2022,World,Cotton,81018309,4,Exports,Fiscal Quarter 4
LA,2022,South Korea,Soybean Oil,22434990,4,Exports,Fiscal Quarter 4
MI,2023,Netherlands,Soybean Meal,454500,4,Exports,Fiscal Quarter 4
WA,2019,Mexico,Fresh Fruit,33195964,1,Exports,Fiscal Quarter 1
TN,2023,China,Tobacco,1687537,2,Exports,Fiscal Quarter 2
CA,2021,World,Fresh Vegetables,300956949,2,Exports,Fiscal Quarter 2
MA,2019,Sweden,"Dextrins, Peptones, And Proteins",826514,2,Exports,Fiscal Quarter 2
NM,2024,Israel,Tree Nuts,117550,1,Exports,Fiscal Quarter 1
ID,2022,World,Planting Seeds,23593966,1,Exports,Fiscal Quarter 1
NJ,2021,Germany,Essential Oils,5176231,3,Exports,Fiscal Quarter 3
ND,2023,World,Pulses,35088478,2,Exports,Fiscal Quarter 2
OK,2023,South Korea,"Dextrins, Peptones, And Proteins",5415237,1,Exports,Fiscal Quarter 1
OH,2024,Mexico,Pork And Pork Products,2626273,1,Exports,Fiscal Quarter 1
CA,2022,China,Tree Nuts,258807574,4,Exports,Fiscal Quarter 4
WV,2021,Morocco,Live Animals,47931,2,Exports,Fiscal Quarter 2
CO,2023,Mexico,Pork And Pork Products,42339475,1,Exports,Fiscal Quarter 1
SC,2019,Australia,Vegetable Oils (Excluding Soybean),1653195,3,Exports,Fiscal Quarter 3
OR,2024,Hong Kong,Tree Nuts,6924110,1,Exports,Fiscal Quarter 1
IL,2023,Indonesia,Soybeans,54946748,4,Exports,Fiscal Quarter 4
DE,2021,Mexico,Fresh Fruit,20880,1,Exports,Fiscal Quarter 1
CO,2020,Taiwan,Hides And Skins,1475616,2,Exports,Fiscal Quarter 2
DE,2023,Taiwan,Fresh Fruit,50000,1,Exports,Fiscal Quarter 1
MA,2021,United Kingdom,Processed Fruit,2340458,3,Exports,Fiscal Quarter 3
NC,2022,Japan,Pork And Pork Products,6928044,4,Exports,Fiscal Quarter 4
MA,2022,World,Processed Fruit,23280997,4,Exports,Fiscal Quarter 4
PA,2022,Mexico,"Bakery Goods, Cereals, And Pasta",1796280,4,Exports,Fiscal Quarter 4
ID,2022,Canada,Live Animals,11456489,1,Exports,Fiscal Quarter 1
TX,2019,Mexico,Poultry Meat And Products (Excluding Eggs),93544365,2,Exports,Fiscal Quarter 2
AK,2024,China,"Other Feeds, Meals, And Fodders",1100912,3,Exports,Fiscal Quarter 3
AZ,2023,World,Beef And Beef Products,38680197,2,Exports,Fiscal Quarter 2
AL,2023,Mexico,Live Animals,4752512,2,Exports,Fiscal Quarter 2
MS,2021,Australia,Rice,113760,1,Exports,Fiscal Quarter 1
