State,Fiscal year,Country,Commodity name,Dollar value,Fiscal quarter,Trade type,Fiscal quarter description
LA,2024,New Zealand,Other Livestock Products,11586628,2,Imports,Fiscal Quarter 2
CA,2020,Mexico,Fresh Vegetables,347242125,4,Imports,Fiscal Quarter 4
US,2019,Italy,Wine And Related Products,482615456,2,Imports,Fiscal Quarter 2
NV,2020,Germany,Processed Fruit And Vegetables,118617,3,Imports,Fiscal Quarter 3
TN,2023,El Salvador,"Baked Goods, Cereals, And Pasta",179059,3,Imports,Fiscal Quarter 3
AL,2023,World,Vegetable Oils,42570782,3,Imports,Fiscal Quarter 3
SC,2022,United Kingdom,Distilled Spirits,2252569,1,Imports,Fiscal Quarter 1
AL,2023,Canada,Vegetable Oils,37714737,2,Imports,Fiscal Quarter 2
MO,2023,Honduras,Processed Fruit And Vegetables,2411200,2,Imports,Fiscal Quarter 2
WY,2021,Canada,Other Feeds And Grain Products,23213,3,Imports,Fiscal Quarter 3
MD,2019,China,Essential Oils,853226,4,Imports,Fiscal Quarter 4
AR,2020,Canada,Distilled Spirits,4382790,4,Imports,Fiscal Quarter 4
RI,2021,New Zealand,Wine And Related Products,372600,4,Imports,Fiscal Quarter 4
CT,2019,Ireland,Distilled Spirits,2510391,2,Imports,Fiscal Quarter 2
GA,2023,France,"Baked Goods, Cereals, And Pasta",5488522,3,Imports,Fiscal Quarter 3
IA,2023,Canada,Other Feeds And Grain Products,17016151,3,Imports,Fiscal Quarter 3
ME,2020,Mexico,Processed Fruit And Vegetables,124597,1,Imports,Fiscal Quarter 1
LA,2022,Vietnam,"Coffee, Unroasted",38745259,1,Imports,Fiscal Quarter 1
MS,2019,World,Nursery Products And Cut Flowers,54507,3,Imports,Fiscal Quarter 3
MD,2022,World,"Sugars, Sweeteners, And Beverage Bases",84430953,2,Imports,Fiscal Quarter 2
LA,2023,Malaysia,Vegetable Oils,33008720,1,Imports,Fiscal Quarter 1
SC,2023,Canada,Essential Oils,298848,1,Imports,Fiscal Quarter 1
TX,2023,World,Beef And Beef Products,271907398,3,Imports,Fiscal Quarter 3
TX,2019,Canada,Processed Fruit And Vegetables,34326502,3,Imports,Fiscal Quarter 3
ND,2019,Bulgaria,Oilseeds,1385681,1,Imports,Fiscal Quarter 1
OH,2023,Indonesia,Industrial Alcohols And Fatty Acids,46193813,2,Imports,Fiscal Quarter 2
MI,2024,Mexico,Beef And Beef Products,11961948,3,Imports,Fiscal Quarter 3
HI,2019,Ireland,Distilled Spirits,983916,2,Imports,Fiscal Quarter 2
PA,2022,Australia,Beef And Beef Products,86084255,4,Imports,Fiscal Quarter 4
SC,2020,China,Processed Fruit And Vegetables,3695219,2,Imports,Fiscal Quarter 2
VT,2022,France,Chocolate And Cocoa Products,116076,1,Imports,Fiscal Quarter 1
CA,2020,New Zealand,Fresh Fruit - Berries,15735641,3,Imports,Fiscal Quarter 3
SC,2024,Honduras,"Coffee, Unroasted",20707981,3,Imports,Fiscal Quarter 3
MO,2022,Thailand,Processed Fruit And Vegetables,4600955,4,Imports,Fiscal Quarter 4
AL,2022,Italy,Wine And Related Products,2649435,1,Imports,Fiscal Quarter 1
SC,2022,Colombia,"Coffee, Unroasted",55161066,4,Imports,Fiscal Quarter 4
NY,2023,Italy,Wine And Related Products,80316426,3,Imports,Fiscal Quarter 3
PR,2021,World,Beef And Beef Products,20087072,3,Imports,Fiscal Quarter 3
DC,2024,France,Distilled Spirits,208576,3,Imports,Fiscal Quarter 3
MA,2020,Australia,Wine And Related Products,2201929,2,Imports,Fiscal Quarter 2
CT,2023,World,"Baked Goods, Cereals, And Pasta",23935953,2,Imports,Fiscal Quarter 2
WI,2019,World,Dairy Products,55247638,4,Imports,Fiscal Quarter 4
NJ,2020,World,"Baked Goods, Cereals, And Pasta",390700933,1,Imports,Fiscal Quarter 1
HI,2021,Thailand,Processed Fruit And Vegetables,432954,2,Imports,Fiscal Quarter 2
TX,2019,South Africa,Tree Nuts,3282909,2,Imports,Fiscal Quarter 2
US,2020,World,"Baked Goods, Cereals, And Pasta",2281362407,4,Imports,Fiscal Quarter 4
NM,2021,Spain,Spices,1957310,3,Imports,Fiscal Quarter 3
VI,2020,Dominican Republic,Distilled Spirits,684775,3,Imports,Fiscal Quarter 3
ID,2020,Canada,Planting Seeds,3580803,4,Imports,Fiscal Quarter 4
WI,2024,Netherlands,Dairy Products,830987,2,Imports,Fiscal Quarter 2
PR,2023,Guatemala,"Sugars, Sweeteners, And Beverage Bases",4841208,1,Imports,Fiscal Quarter 1
PA,2021,Chile,Fresh Fruit - Other,9055145,1,Imports,Fiscal Quarter 1
MN,2022,Chile,Oilseeds,7490427,3,Imports,Fiscal Quarter 3
US,2021,Mexico,Distilled Spirits,819889074,1,Imports,Fiscal Quarter 1
VA,2019,Austria,Non-Alcoholic Beverages (Excluding Juices),46157119,1,Imports,Fiscal Quarter 1
TX,2021,Mexico,Fresh Fruit - Berries,307199942,1,Imports,Fiscal Quarter 1
TN,2022,Mexico,Chocolate And Cocoa Products,9243828,4,Imports,Fiscal Quarter 4
OK,2022,Ireland,Beef And Beef Products,7795,3,Imports,Fiscal Quarter 3
MI,2019,Mexico,Beef And Beef Products,16139689,4,Imports,Fiscal Quarter 4
VI,2020,France,Distilled Spirits,282595,4,Imports,Fiscal Quarter 4
CA,2019,Canada,Fresh Vegetables,29409563,3,Imports,Fiscal Quarter 3
GA,2019,Ireland,Essential Oils,212985104,4,Imports,Fiscal Quarter 4
VT,2021,World,Other Feeds And Grain Products,13785163,1,Imports,Fiscal Quarter 1
VA,2023,Spain,Processed Fruit And Vegetables,9933102,3,Imports,Fiscal Quarter 3
MA,2024,World,Vegetable Oils,122310742,2,Imports,Fiscal Quarter 2
CA,2020,World,Fresh Fruit - Other,510155403,3,Imports,Fiscal Quarter 3
CT,2021,World,Distilled Spirits,22552767,4,Imports,Fiscal Quarter 4
WY,2022,Canada,Condiments And Sauces,135839,4,Imports,Fiscal Quarter 4
IN,2022,Germany,Vegetable Oils,566451,1,Imports,Fiscal Quarter 1
KY,2019,World,Distilled Spirits,143876023,4,Imports,Fiscal Quarter 4
CT,2019,Colombia,"Coffee, Unroasted",7800275,1,Imports,Fiscal Quarter 1
VA,2019,Brazil,"Tobacco, Unmanufactured",20229097,4,Imports,Fiscal Quarter 4
WA,2024,Italy,"Baked Goods, Cereals, And Pasta",970779,1,Imports,Fiscal Quarter 1
NM,2019,World,Spices,5581288,3,Imports,Fiscal Quarter 3
WA,2020,Germany,Live Animals,37920,2,Imports,Fiscal Quarter 2
NJ,2023,Canada,"Baked Goods, Cereals, And Pasta",65750343,1,Imports,Fiscal Quarter 1
DC,2024,Vietnam,"Baked Goods, Cereals, And Pasta",77088,3,Imports,Fiscal Quarter 3
IN,2021,World,Processed Fruit And Vegetables,15106108,2,Imports,Fiscal Quarter 2
OK,2023,Canada,Fresh Vegetables,59084,2,Imports,Fiscal Quarter 2
PR,2021,Honduras,"Sugars, Sweeteners, And Beverage Bases",3851626,3,Imports,Fiscal Quarter 3
ME,2019,Thailand,Processed Fruit And Vegetables,1440040,2,Imports,Fiscal Quarter 2
US,2020,China,Processed Fruit And Vegetables,280415014,3,Imports,Fiscal Quarter 3
AZ,2022,China,Processed Fruit And Vegetables,1057327,3,Imports,Fiscal Quarter 3
PR,2023,Brazil,Distilled Spirits,1124631,3,Imports,Fiscal Quarter 3
TN,2019,World,"Baked Goods, Cereals, And Pasta",17804225,2,Imports,Fiscal Quarter 2
TN,2024,Canada,Distilled Spirits,1804973,3,Imports,Fiscal Quarter 3
IN,2020,World,Processed Fruit And Vegetables,17697260,3,Imports,Fiscal Quarter 3
SC,2021,Chile,Processed Fruit And Vegetables,6052994,4,Imports,Fiscal Quarter 4
KY,2023,Mexico,Other Feeds And Grain Products,1186700,2,Imports,Fiscal Quarter 2
MA,2023,Canada,Vegetable Oils,51449873,4,Imports,Fiscal Quarter 4
DC,2020,Thailand,Rice,447151,4,Imports,Fiscal Quarter 4
MD,2023,Turkey,Vegetable Oils,7189611,4,Imports,Fiscal Quarter 4
NJ,2021,New Zealand,Dairy Products,24704262,3,Imports,Fiscal Quarter 3
LA,2021,World,"Coffee, Unroasted",210716635,4,Imports,Fiscal Quarter 4
MS,2023,Canada,"Baked Goods, Cereals, And Pasta",17035766,2,Imports,Fiscal Quarter 2
VT,2019,Thailand,"Sugars, Sweeteners, And Beverage Bases",72090,4,Imports,Fiscal Quarter 4
MS,2023,Netherlands,Nursery Products And Cut Flowers,4330385,1,Imports,Fiscal Quarter 1
AK,2021,Canada,Nursery Products And Cut Flowers,228141,4,Imports,Fiscal Quarter 4
WI,2019,Argentina,Other Livestock Products,51750,2,Imports,Fiscal Quarter 2
TX,2022,Guatemala,Fresh Fruit - Other,1553385,4,Imports,Fiscal Quarter 4
NE,2021,China,Other Feeds And Grain Products,1704595,1,Imports,Fiscal Quarter 1
NV,2020,India,"Baked Goods, Cereals, And Pasta",88985,4,Imports,Fiscal Quarter 4
MT,2024,Italy,Vegetable Oils,176124,2,Imports,Fiscal Quarter 2
UT,2022,India,Essential Oils,2725698,3,Imports,Fiscal Quarter 3
FL,2023,World,Fresh Vegetables,318269760,2,Imports,Fiscal Quarter 2
US,2022,Philippines,Vegetable Oils,152237252,3,Imports,Fiscal Quarter 3
AR,2024,World,"Baked Goods, Cereals, And Pasta",5993314,3,Imports,Fiscal Quarter 3
OK,2023,India,Nursery Products And Cut Flowers,821453,1,Imports,Fiscal Quarter 1
DE,2024,Ecuador,Processed Fruit And Vegetables,9435342,1,Imports,Fiscal Quarter 1
SC,2021,Honduras,"Coffee, Unroasted",7454109,2,Imports,Fiscal Quarter 2
MO,2024,Canada,Wheat,41091971,1,Imports,Fiscal Quarter 1
OH,2023,Germany,Industrial Alcohols And Fatty Acids,601631,4,Imports,Fiscal Quarter 4
MN,2023,Canada,Live Animals,48959345,4,Imports,Fiscal Quarter 4
NH,2019,World,Chocolate And Cocoa Products,10695412,4,Imports,Fiscal Quarter 4
NV,2024,Canada,Live Animals,342819,2,Imports,Fiscal Quarter 2
WI,2022,Canada,Processed Fruit And Vegetables,21898914,3,Imports,Fiscal Quarter 3
NY,2020,France,Distilled Spirits,257183019,1,Imports,Fiscal Quarter 1
IL,2022,Canada,Processed Fruit And Vegetables,39719006,1,Imports,Fiscal Quarter 1
IL,2019,Canada,Beer,269124,3,Imports,Fiscal Quarter 3
WI,2022,Canada,Fresh Vegetables,14054435,1,Imports,Fiscal Quarter 1
IA,2023,World,Other Feeds And Grain Products,25358992,2,Imports,Fiscal Quarter 2
NE,2022,World,Beef And Beef Products,23326690,4,Imports,Fiscal Quarter 4
LA,2023,World,Wine And Related Products,24517914,2,Imports,Fiscal Quarter 2
IA,2022,World,Vegetable Oils,83013444,1,Imports,Fiscal Quarter 1
FL,2022,Colombia,Nursery Products And Cut Flowers,191730646,4,Imports,Fiscal Quarter 4
HI,2024,South Korea,"Baked Goods, Cereals, And Pasta",1252786,2,Imports,Fiscal Quarter 2
VT,2021,Netherlands,Other Feeds And Grain Products,296716,2,Imports,Fiscal Quarter 2
VA,2022,Turkey,Tree Nuts,2587642,2,Imports,Fiscal Quarter 2
FL,2019,Colombia,Nursery Products And Cut Flowers,144487368,1,Imports,Fiscal Quarter 1
KY,2022,Greece,"Baked Goods, Cereals, And Pasta",181252,3,Imports,Fiscal Quarter 3
LA,2020,Canada,Vegetable Oils,18674455,3,Imports,Fiscal Quarter 3
OK,2019,France,Wine And Related Products,91002,2,Imports,Fiscal Quarter 2
LA,2024,New Zealand,Other Livestock Products,12052228,3,Imports,Fiscal Quarter 3
WI,2021,Mexico,Processed Fruit And Vegetables,28064769,4,Imports,Fiscal Quarter 4
VA,2022,Canada,Vegetable Oils,4532678,1,Imports,Fiscal Quarter 1
WV,2020,World,Poultry Products And Eggs,1074753,3,Imports,Fiscal Quarter 3
NH,2024,Italy,"Baked Goods, Cereals, And Pasta",363266,3,Imports,Fiscal Quarter 3
TX,2022,New Zealand,Beef And Beef Products,20718557,3,Imports,Fiscal Quarter 3
ND,2024,Bulgaria,Oilseeds,4200620,2,Imports,Fiscal Quarter 2
IL,2019,World,Dairy Products,189125898,3,Imports,Fiscal Quarter 3
NC,2019,Mexico,Processed Fruit And Vegetables,1897181,3,Imports,Fiscal Quarter 3
WI,2022,Mexico,Processed Fruit And Vegetables,26193201,2,Imports,Fiscal Quarter 2
NM,2019,Israel,Spices,221815,1,Imports,Fiscal Quarter 1
OR,2024,Germany,Other Feeds And Grain Products,2167803,2,Imports,Fiscal Quarter 2
CO,2023,Canada,Live Animals,11107482,1,Imports,Fiscal Quarter 1
UT,2021,World,"Baked Goods, Cereals, And Pasta",15413834,1,Imports,Fiscal Quarter 1
ID,2020,Chile,Planting Seeds,2520878,4,Imports,Fiscal Quarter 4
MO,2024,Mexico,Processed Fruit And Vegetables,2152368,2,Imports,Fiscal Quarter 2
NJ,2021,Netherlands,Dairy Products,31402180,2,Imports,Fiscal Quarter 2
ID,2022,Denmark,Planting Seeds,141318,4,Imports,Fiscal Quarter 4
ME,2022,Italy,"Baked Goods, Cereals, And Pasta",68786,4,Imports,Fiscal Quarter 4
CT,2020,Mexico,Distilled Spirits,2915131,4,Imports,Fiscal Quarter 4
LA,2022,France,Vegetable Oils,11198892,3,Imports,Fiscal Quarter 3
ND,2019,World,Oilseeds,59411615,3,Imports,Fiscal Quarter 3
IA,2019,Argentina,Other Livestock Products,7218504,4,Imports,Fiscal Quarter 4
DC,2022,Vietnam,"Baked Goods, Cereals, And Pasta",189321,4,Imports,Fiscal Quarter 4
NH,2021,World,Beef And Beef Products,4184862,4,Imports,Fiscal Quarter 4
MD,2019,Guatemala,"Sugars, Sweeteners, And Beverage Bases",6571131,1,Imports,Fiscal Quarter 1
PA,2020,World,Processed Fruit And Vegetables,91984192,2,Imports,Fiscal Quarter 2
IN,2023,World,"Baked Goods, Cereals, And Pasta",94412898,3,Imports,Fiscal Quarter 3
UT,2019,United Kingdom,Essential Oils,3439674,4,Imports,Fiscal Quarter 4
MD,2023,Brazil,"Sugars, Sweeteners, And Beverage Bases",22891832,3,Imports,Fiscal Quarter 3
TX,2023,Germany,"Baked Goods, Cereals, And Pasta",4629280,1,Imports,Fiscal Quarter 1
IL,2023,Mexico,Distilled Spirits,191770155,1,Imports,Fiscal Quarter 1
SC,2020,Italy,Wine And Related Products,6088332,1,Imports,Fiscal Quarter 1
ME,2023,Serbia,Processed Fruit And Vegetables,756088,3,Imports,Fiscal Quarter 3
IN,2022,United Kingdom,Distilled Spirits,2429099,4,Imports,Fiscal Quarter 4
MT,2022,China,Other Feeds And Grain Products,51316,1,Imports,Fiscal Quarter 1
NM,2020,Mexico,Fresh Vegetables,12710092,3,Imports,Fiscal Quarter 3
NV,2023,Italy,Dairy Products,72831,4,Imports,Fiscal Quarter 4
CO,2021,Argentina,Wine And Related Products,1039755,1,Imports,Fiscal Quarter 1
CO,2023,Netherlands,Distilled Spirits,1156390,1,Imports,Fiscal Quarter 1
IA,2020,Germany,Other Feeds And Grain Products,1780767,3,Imports,Fiscal Quarter 3
CA,2021,Mexico,Processed Fruit And Vegetables,127555468,3,Imports,Fiscal Quarter 3
IL,2022,Mexico,Beer,1363892144,4,Imports,Fiscal Quarter 4
LA,2021,United Kingdom,Distilled Spirits,1280375,1,Imports,Fiscal Quarter 1
DC,2024,Vietnam,Processed Fruit And Vegetables,4400,1,Imports,Fiscal Quarter 1
AL,2019,Mexico,Processed Fruit And Vegetables,520293,2,Imports,Fiscal Quarter 2
DC,2024,World,Distilled Spirits,7318526,2,Imports,Fiscal Quarter 2
MI,2024,World,Live Animals,42092129,3,Imports,Fiscal Quarter 3
SC,2019,World,Wine And Related Products,14746079,2,Imports,Fiscal Quarter 2
ID,2021,Mexico,Processed Fruit And Vegetables,14990338,1,Imports,Fiscal Quarter 1
MD,2021,World,Vegetable Oils,50854577,2,Imports,Fiscal Quarter 2
NC,2019,World,"Tobacco, Unmanufactured",166321073,1,Imports,Fiscal Quarter 1
KS,2023,France,Processed Fruit And Vegetables,86173,3,Imports,Fiscal Quarter 3
MA,2021,Indonesia,Vegetable Oils,12148282,2,Imports,Fiscal Quarter 2
SC,2019,World,"Coffee, Unroasted",138240558,1,Imports,Fiscal Quarter 1
LA,2024,Honduras,"Sugars, Sweeteners, And Beverage Bases",1966439,3,Imports,Fiscal Quarter 3
VI,2019,Italy,Wine And Related Products,164750,2,Imports,Fiscal Quarter 2
KS,2022,Germany,Other Feeds And Grain Products,975477,1,Imports,Fiscal Quarter 1
DE,2019,Argentina,Fruit And Vegetable Juices,6922679,4,Imports,Fiscal Quarter 4
WA,2020,Spain,Vegetable Oils,207112,4,Imports,Fiscal Quarter 4
TN,2021,India,Processed Fruit And Vegetables,1349201,2,Imports,Fiscal Quarter 2
US,2022,France,Distilled Spirits,675515247,2,Imports,Fiscal Quarter 2
NY,2019,France,Wine And Related Products,153114162,1,Imports,Fiscal Quarter 1
US,2021,Mexico,"Baked Goods, Cereals, And Pasta",506260545,4,Imports,Fiscal Quarter 4
MI,2021,World,Fresh Vegetables,141111984,2,Imports,Fiscal Quarter 2
TX,2021,World,Fresh Vegetables,518807810,4,Imports,Fiscal Quarter 4
OR,2022,France,Other Feeds And Grain Products,714963,2,Imports,Fiscal Quarter 2
DC,2023,Canada,"Baked Goods, Cereals, And Pasta",410356,4,Imports,Fiscal Quarter 4
CT,2021,Spain,Wine And Related Products,1155624,4,Imports,Fiscal Quarter 4
WA,2019,Canada,Processed Fruit And Vegetables,16570535,3,Imports,Fiscal Quarter 3
GA,2023,Spain,Vegetable Oils,7488640,3,Imports,Fiscal Quarter 3
WY,2023,Canada,Condiments And Sauces,139915,1,Imports,Fiscal Quarter 1
CO,2021,France,Distilled Spirits,4226439,3,Imports,Fiscal Quarter 3
ME,2022,World,Nursery Products And Cut Flowers,2256404,4,Imports,Fiscal Quarter 4
NV,2020,Papua New Guinea,"Coffee, Unroasted",628356,2,Imports,Fiscal Quarter 2
WI,2023,Denmark,Yeast And Baking Powder,401328,4,Imports,Fiscal Quarter 4
CT,2019,World,Wine And Related Products,51489583,2,Imports,Fiscal Quarter 2
DC,2023,World,Live Animals,167870,4,Imports,Fiscal Quarter 4
CA,2019,Canada,Fresh Vegetables,17967899,2,Imports,Fiscal Quarter 2
NY,2021,France,Wine And Related Products,237174134,3,Imports,Fiscal Quarter 3
PR,2024,China,Rice,26880000,2,Imports,Fiscal Quarter 2
HI,2021,Ireland,Distilled Spirits,48109,1,Imports,Fiscal Quarter 1
OK,2024,Canada,Pet Food,750896,2,Imports,Fiscal Quarter 2
CT,2022,Argentina,Wine And Related Products,4483814,4,Imports,Fiscal Quarter 4
CO,2019,New Zealand,Wine And Related Products,1081996,4,Imports,Fiscal Quarter 4
IL,2020,World,Beef And Beef Products,145666211,3,Imports,Fiscal Quarter 3
NV,2024,Taiwan,"Baked Goods, Cereals, And Pasta",1047924,3,Imports,Fiscal Quarter 3
MI,2021,Uruguay,Beef And Beef Products,2353159,2,Imports,Fiscal Quarter 2
WA,2023,Brazil,"Coffee, Unroasted",21825456,3,Imports,Fiscal Quarter 3
WY,2019,Germany,Vegetable Oils,160416,3,Imports,Fiscal Quarter 3
MN,2023,Czech Republic,Live Animals,6500,1,Imports,Fiscal Quarter 1
VI,2022,Austria,Non-Alcoholic Beverages (Excluding Juices),290643,1,Imports,Fiscal Quarter 1
HI,2021,South Korea,Beer,10803,4,Imports,Fiscal Quarter 4
MD,2019,Sweden,Distilled Spirits,3098926,3,Imports,Fiscal Quarter 3
OK,2023,Germany,"Baked Goods, Cereals, And Pasta",1231654,4,Imports,Fiscal Quarter 4
IA,2022,Canada,Coarse Grains (Including Corn),28539656,3,Imports,Fiscal Quarter 3
WI,2023,India,Dairy Products,2154090,1,Imports,Fiscal Quarter 1
ND,2021,Canada,Processed Fruit And Vegetables,12677489,3,Imports,Fiscal Quarter 3
MT,2023,Italy,Vegetable Oils,3368,4,Imports,Fiscal Quarter 4
IA,2022,Austria,Other Feeds And Grain Products,3187848,4,Imports,Fiscal Quarter 4
VA,2019,Vietnam,Tree Nuts,30344742,3,Imports,Fiscal Quarter 3
WY,2023,France,Processed Fruit And Vegetables,21417,2,Imports,Fiscal Quarter 2
AZ,2023,World,Live Animals,70878778,3,Imports,Fiscal Quarter 3
FL,2024,Guatemala,Nursery Products And Cut Flowers,10046135,3,Imports,Fiscal Quarter 3
MI,2019,Spain,Fresh Vegetables,1087416,4,Imports,Fiscal Quarter 4
KY,2023,Canada,Distilled Spirits,18893915,4,Imports,Fiscal Quarter 4
DE,2019,Mexico,Pork And Pork Products,32692,1,Imports,Fiscal Quarter 1
CO,2020,Canada,Live Animals,9241497,4,Imports,Fiscal Quarter 4
NC,2024,World,"Baked Goods, Cereals, And Pasta",38670219,3,Imports,Fiscal Quarter 3
UT,2020,Germany,"Baked Goods, Cereals, And Pasta",53873,2,Imports,Fiscal Quarter 2
MI,2024,Spain,"Baked Goods, Cereals, And Pasta",2231238,3,Imports,Fiscal Quarter 3
KS,2020,New Zealand,Other Livestock Products,1410378,2,Imports,Fiscal Quarter 2
NJ,2023,Italy,Vegetable Oils,49034945,4,Imports,Fiscal Quarter 4
IL,2021,Belgium,"Baked Goods, Cereals, And Pasta",3162527,2,Imports,Fiscal Quarter 2
NY,2023,World,Wine And Related Products,359807059,4,Imports,Fiscal Quarter 4
WA,2019,Peru,"Coffee, Unroasted",20441593,1,Imports,Fiscal Quarter 1
NV,2022,Colombia,Roasted And Instant Coffee,5690932,4,Imports,Fiscal Quarter 4
NH,2020,Canada,Yeast And Baking Powder,2385140,1,Imports,Fiscal Quarter 1
GA,2019,Canada,Processed Fruit And Vegetables,8659342,4,Imports,Fiscal Quarter 4
PA,2024,Morocco,Fresh Fruit - Other,11659333,3,Imports,Fiscal Quarter 3
MI,2022,Mexico,Processed Fruit And Vegetables,2335040,3,Imports,Fiscal Quarter 3
KS,2024,Malaysia,Vegetable Oils,80283,1,Imports,Fiscal Quarter 1
OH,2020,Greece,Processed Fruit And Vegetables,413009,1,Imports,Fiscal Quarter 1
NY,2019,Mexico,"Baked Goods, Cereals, And Pasta",4350558,4,Imports,Fiscal Quarter 4
CT,2021,New Zealand,Wine And Related Products,3377796,4,Imports,Fiscal Quarter 4
NC,2022,United Kingdom,Essential Oils,104379,1,Imports,Fiscal Quarter 1
US,2024,Thailand,Processed Fruit And Vegetables,99000606,2,Imports,Fiscal Quarter 2
DE,2020,South Africa,Fruit And Vegetable Juices,258897,4,Imports,Fiscal Quarter 4
AR,2019,Canada,Distilled Spirits,1878619,2,Imports,Fiscal Quarter 2
ME,2020,Canada,Distilled Spirits,4410952,4,Imports,Fiscal Quarter 4
WY,2023,World,"Baked Goods, Cereals, And Pasta",4199009,2,Imports,Fiscal Quarter 2
AR,2020,World,"Sugars, Sweeteners, And Beverage Bases",1932486,1,Imports,Fiscal Quarter 1
IA,2021,Philippines,Vegetable Oils,479673,2,Imports,Fiscal Quarter 2
CO,2022,Mexico,Distilled Spirits,3372510,1,Imports,Fiscal Quarter 1
CT,2023,Canada,Processed Fruit And Vegetables,7302952,3,Imports,Fiscal Quarter 3
NY,2020,Peru,Processed Fruit And Vegetables,10476278,1,Imports,Fiscal Quarter 1
NY,2019,Canada,"Baked Goods, Cereals, And Pasta",42952140,1,Imports,Fiscal Quarter 1
MD,2023,World,"Sugars, Sweeteners, And Beverage Bases",116086732,2,Imports,Fiscal Quarter 2
MN,2024,Colombia,Fresh Fruit - Other,3350185,1,Imports,Fiscal Quarter 1
MN,2019,World,Fresh Fruit - Other,23052286,4,Imports,Fiscal Quarter 4
HI,2019,World,Distilled Spirits,4689949,1,Imports,Fiscal Quarter 1
TX,2022,Mexico,Fresh Vegetables,537294241,3,Imports,Fiscal Quarter 3
TX,2019,Haiti,Essential Oils,9156,4,Imports,Fiscal Quarter 4
ND,2021,Bulgaria,Oilseeds,1741036,3,Imports,Fiscal Quarter 3
GA,2020,World,Processed Fruit And Vegetables,83733739,2,Imports,Fiscal Quarter 2
IA,2024,Canada,Other Feeds And Grain Products,19835429,2,Imports,Fiscal Quarter 2
PA,2021,Mexico,"Baked Goods, Cereals, And Pasta",41114888,4,Imports,Fiscal Quarter 4
CA,2020,Canada,Fresh Fruit - Berries,42227,2,Imports,Fiscal Quarter 2
MS,2021,Guatemala,Fresh Fruit - Bananas,16974293,2,Imports,Fiscal Quarter 2
MO,2023,World,Distilled Spirits,24057128,2,Imports,Fiscal Quarter 2
SD,2019,Poland,Pork And Pork Products,496338,4,Imports,Fiscal Quarter 4
WA,2024,Peru,Processed Fruit And Vegetables,6564914,1,Imports,Fiscal Quarter 1
VI,2021,World,"Sugars, Sweeteners, And Beverage Bases",997931,3,Imports,Fiscal Quarter 3
GA,2019,Mexico,"Sugars, Sweeteners, And Beverage Bases",38309433,2,Imports,Fiscal Quarter 2
US,2024,Italy,"Baked Goods, Cereals, And Pasta",298094113,3,Imports,Fiscal Quarter 3
MN,2023,Canada,Oilseeds,15833019,3,Imports,Fiscal Quarter 3
AL,2019,World,Beef And Beef Products,2350073,2,Imports,Fiscal Quarter 2
MA,2020,Spain,Fresh Vegetables,506973,2,Imports,Fiscal Quarter 2
US,2019,World,Fresh Vegetables,2070697796,3,Imports,Fiscal Quarter 3
OR,2019,China,"Baked Goods, Cereals, And Pasta",587589,3,Imports,Fiscal Quarter 3
MS,2022,Belgium,"Baked Goods, Cereals, And Pasta",97976,2,Imports,Fiscal Quarter 2
OH,2024,Colombia,Processed Fruit And Vegetables,768685,2,Imports,Fiscal Quarter 2
LA,2020,Canada,Distilled Spirits,12214174,2,Imports,Fiscal Quarter 2
NY,2023,Canada,Processed Fruit And Vegetables,74829805,3,Imports,Fiscal Quarter 3
ND,2022,Bolivia,Coarse Grains (Including Corn),144325,1,Imports,Fiscal Quarter 1
MN,2021,World,Fresh Fruit - Other,16681412,1,Imports,Fiscal Quarter 1
DC,2022,World,Processed Fruit And Vegetables,489891,2,Imports,Fiscal Quarter 2
PA,2020,Italy,Processed Fruit And Vegetables,6000198,3,Imports,Fiscal Quarter 3
MI,2019,Canada,Fresh Vegetables,21372532,2,Imports,Fiscal Quarter 2
GA,2023,World,Processed Fruit And Vegetables,133770933,1,Imports,Fiscal Quarter 1
ID,2019,Canada,Beef And Beef Products,7095776,4,Imports,Fiscal Quarter 4
NY,2022,World,Processed Fruit And Vegetables,218794810,1,Imports,Fiscal Quarter 1
WA,2023,Germany,Live Animals,285945,4,Imports,Fiscal Quarter 4
VA,2021,Vietnam,Tree Nuts,47476565,2,Imports,Fiscal Quarter 2
ID,2020,World,Planting Seeds,10337988,4,Imports,Fiscal Quarter 4
ND,2020,World,Coarse Grains (Including Corn),6203896,4,Imports,Fiscal Quarter 4
IL,2020,France,Distilled Spirits,22395668,1,Imports,Fiscal Quarter 1
IA,2021,World,Coarse Grains (Including Corn),31373943,2,Imports,Fiscal Quarter 2
HI,2019,Mexico,Beer,168424,4,Imports,Fiscal Quarter 4
VI,2024,Netherlands,Beer,585564,2,Imports,Fiscal Quarter 2
KS,2022,Greece,Processed Fruit And Vegetables,45814,1,Imports,Fiscal Quarter 1
US,2022,Canada,"Baked Goods, Cereals, And Pasta",1250145696,1,Imports,Fiscal Quarter 1
NC,2023,United Kingdom,Essential Oils,140011,2,Imports,Fiscal Quarter 2
MO,2024,Canada,Vegetable Oils,47544593,1,Imports,Fiscal Quarter 1
VA,2021,World,Tree Nuts,58737250,2,Imports,Fiscal Quarter 2
NY,2023,Mexico,Fresh Fruit - Other,6269889,1,Imports,Fiscal Quarter 1
CA,2020,Peru,Fresh Fruit - Berries,84474171,1,Imports,Fiscal Quarter 1
